dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0386,INTERVAL_DUPLICATE_DIAGNOSTICS,Output/Intermediate/interval_compatibility/duplicate_site_year_diagnostics.csv,generated diagnostic,CSV,,duplicated_site_years,Number of site-years with more than one source record.,integer,site-years,,,REACHES site-year aggregation,analysis period,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,internal-validation diagnostics,,verified from current scripts
D0387,INTERVAL_DUPLICATE_DIAGNOSTICS,Output/Intermediate/interval_compatibility/duplicate_site_year_diagnostics.csv,generated diagnostic,CSV,,conflicting_site_years,Number of site-years with more than one distinct category.,integer,site-years,,,REACHES site-year aggregation,analysis period,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,internal-validation diagnostics,,verified from current scripts
D0388,INTERVAL_DUPLICATE_DIAGNOSTICS,Output/Intermediate/interval_compatibility/duplicate_site_year_diagnostics.csv,generated diagnostic,CSV,,maximum_records_at_one_site_year,Maximum source-record count for one site-year.,integer,records,,,REACHES site-year aggregation,analysis period,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,internal-validation diagnostics,,verified from current scripts
D0389,INTERVAL_DUPLICATE_DIAGNOSTICS,Output/Intermediate/interval_compatibility/duplicate_site_year_diagnostics.csv,generated diagnostic,CSV,,maximum_distinct_levels_at_one_site_year,Maximum distinct-category count for one site-year.,integer,categories,,,REACHES site-year aggregation,analysis period,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,internal-validation diagnostics,,verified from current scripts
D0390,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,year,Calendar year.,integer,Common Era year,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0391,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,long,Site longitude.,numeric,decimal degrees east,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0392,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,lat,Site latitude.,numeric,decimal degrees north,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0393,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,site_key,Coordinate-based site identifier.,character,none,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0394,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,site_year_key,Combined site-and-year identifier.,character,none,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0395,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,number_of_source_records,Number of raw records for the site-year.,integer,records,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0396,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,number_of_distinct_levels,Number of distinct REACHES levels for the site-year.,integer,categories,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0397,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,level,Modal REACHES level with first-record tie breaking.,numeric,dimensionless ordinal index,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0398,INTERVAL_SITE_YEAR_MODE,Output/Intermediate/interval_compatibility/reaches_site_year_mode.csv,generated intermediate,CSV,,first_source_order,Earliest source-row order in the site-year group.,integer,row order,,,REACHES site,site-year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0399,INTERVAL_ELIGIBLE_YEARS,Output/Intermediate/interval_compatibility/eligible_event_years.csv,generated intermediate,CSV,,year,Event year eligible for held-out validation.,integer,Common Era year,,,REACHES network,event year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0400,INTERVAL_ELIGIBLE_YEARS,Output/Intermediate/interval_compatibility/eligible_event_years.csv,generated intermediate,CSV,,number_of_distinct_sites,Number of distinct sites in the year.,integer,sites,,,REACHES network,event year,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,held-out split construction,,verified from current scripts
D0401,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,nominal_level,Nominal predictive-interval level.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0402,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,repetitions,Number of validation repetitions.,integer,repetitions,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0403,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,held_out_observations_per_repetition,Held-out observations in each repetition.,integer,site-years,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0404,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,mean_compatibility,Mean compatibility proportion across repetitions.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0405,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,sd_compatibility,SD of compatibility across repetitions.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0406,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,minimum_compatibility,Minimum repetition-specific compatibility.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0407,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,maximum_compatibility,Maximum repetition-specific compatibility.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0408,INTERVAL_COMPATIBILITY_SUMMARY,Output/Validation/interval_compatibility_summary.csv,generated manuscript/validation table,CSV,,pooled_compatibility,Compatibility pooled across all held-out observations.,numeric,proportion,,,held-out REACHES site-years,validation repetitions,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 reporting,,verified from current scripts
D0409,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,Nominal level,Formatted nominal level.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0410,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,Mean compatibility,Formatted mean compatibility.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0411,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,SD,Formatted SD.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0412,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,Minimum,Formatted minimum.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0413,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,Maximum,Formatted maximum.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0414,INTERVAL_COMPATIBILITY_SUMMARY_FORMATTED,Output/Validation/interval_compatibility_summary_formatted.csv,generated manuscript table,CSV,,Pooled compatibility,Formatted pooled compatibility.,character,display text,,,held-out REACHES site-years,validation repetitions,Formatted from interval_compatibility_summary.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 table rendering,,verified from current scripts
D0415,INTERVAL_COMPATIBILITY_BY_SPLIT,Output/Validation/interval_compatibility_by_split.csv,generated validation output,CSV,,repetition,Validation repetition number.,integer,repetitions,,,held-out REACHES site-years,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0416,INTERVAL_COMPATIBILITY_BY_SPLIT,Output/Validation/interval_compatibility_by_split.csv,generated validation output,CSV,,repetition_seed,Random seed used for the repetition.,integer,none,,,held-out REACHES site-years,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0417,INTERVAL_COMPATIBILITY_BY_SPLIT,Output/Validation/interval_compatibility_by_split.csv,generated validation output,CSV,,nominal_level,Nominal predictive-interval level.,numeric,proportion,,,held-out REACHES site-years,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0418,INTERVAL_COMPATIBILITY_BY_SPLIT,Output/Validation/interval_compatibility_by_split.csv,generated validation output,CSV,,compatibility,Compatibility proportion in the repetition.,numeric,proportion,,,held-out REACHES site-years,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0419,INTERVAL_COMPATIBILITY_BY_SPLIT,Output/Validation/interval_compatibility_by_split.csv,generated validation output,CSV,,number_of_held_out_sites,Number of held-out site-years.,integer,site-years,,,held-out REACHES site-years,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0420,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,repetition,Validation repetition number.,integer,repetitions,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0421,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,repetition_seed,Random seed.,integer,none,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0422,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,number_of_eligible_years,Eligible event-year count.,integer,years,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0423,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,number_of_held_out_sites,Held-out site-year count.,integer,site-years,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0424,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,number_of_training_site_years,Training site-year count.,integer,site-years,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0425,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,number_of_training_source_records,Training raw-record count.,integer,records,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0426,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,rps,Mean ranked probability score.,numeric,score,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0427,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,accuracy,Classification accuracy.,numeric,proportion,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0428,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,mean_negative_log_score,Mean negative log score.,numeric,score,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0429,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,maximum_probability_sum_error,Maximum error in the sum of category probabilities.,numeric,probability,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0430,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,pilot_nugget,Pilot observed nugget.,numeric,observed index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0431,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,pilot_partial_sill,Pilot observed partial sill.,numeric,observed index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0432,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,pilot_total_variance,Pilot observed total variance.,numeric,observed index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0433,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,pilot_range_km,Pilot observed range.,numeric,kilometres,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0434,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,calibrated_sigma_epsilon2,Calibrated latent nugget variance.,numeric,latent index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0435,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,calibrated_sigma_Y2,Calibrated latent process variance.,numeric,latent index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0436,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,calibrated_total_variance,Calibrated latent total variance.,numeric,latent index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0437,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,calibrated_range_km,Calibrated latent spatial range.,numeric,kilometres,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0438,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,minimum_solver_rcond,Minimum reciprocal condition number across held-out solves.,numeric,none,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0439,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,maximum_solver_jitter,Maximum diagonal jitter across held-out solves.,numeric,observed index squared,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0440,INTERVAL_DIAGNOSTICS,Output/Validation/interval_compatibility_diagnostics.csv,generated validation diagnostic,CSV,,repetition_elapsed_seconds,Elapsed runtime for the repetition.,numeric,seconds,,,validation repetition,repetition-specific,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,validation diagnostics,,verified from current scripts
D0441,INTERVAL_DIAGNOSTIC_SUMMARY,Output/Validation/interval_compatibility_diagnostic_summary.csv,generated validation table,CSV,,Metric,Diagnostic metric name.,character,none,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 supplementary reporting,,verified from current scripts
D0442,INTERVAL_DIAGNOSTIC_SUMMARY,Output/Validation/interval_compatibility_diagnostic_summary.csv,generated validation table,CSV,,Mean,Mean across validation repetitions.,numeric,metric-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 supplementary reporting,,verified from current scripts
D0443,INTERVAL_DIAGNOSTIC_SUMMARY,Output/Validation/interval_compatibility_diagnostic_summary.csv,generated validation table,CSV,,SD,Standard deviation across validation repetitions.,numeric,metric-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,Section 5.2 supplementary reporting,,verified from current scripts
D0444,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"pilot_nugget_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for pilot_nugget.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0445,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"pilot_partial_sill_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for pilot_partial_sill.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0446,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"pilot_total_variance_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for pilot_total_variance.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0447,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"pilot_range_km_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for pilot_range_km.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0448,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"calibrated_sigma_epsilon2_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for calibrated_sigma_epsilon2.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0449,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"calibrated_sigma_Y2_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for calibrated_sigma_Y2.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0450,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"calibrated_total_variance_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for calibrated_total_variance.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0451,INTERVAL_CALIBRATION_SUMMARY,Output/Validation/interval_compatibility_calibration_summary.csv,generated validation table,CSV,,"calibrated_range_km_{mean,sd,minimum,maximum}","Mean, SD, minimum, and maximum across repetitions for calibrated_range_km.",numeric,parameter-specific,,,validation repetitions,analysis-wide,Derived from interval_compatibility_diagnostics.csv,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,calibration stability diagnostics,,verified from current scripts
D0452,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,repetition,Validation repetition number.,integer,repetitions,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0453,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,repetition_seed,Random seed.,integer,none,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0454,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,test_record_id,Held-out test-record identifier within a split.,integer,none,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0455,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,year,Held-out event year.,integer,Common Era year,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
